Title,Source,Date,Link
,Google News,"Fri, 30 Jan 2026 09:21:01 GMT",https://news.google.com/rss/articles/CBMi4AFBVV95cUxOYjdNV2pwVGNreEhQMy10T1QzOGhCdEwxanJXcWZOZUFfOGhvaG84UWd2QzFoUlZGdGFRU3hGNXd2M0x2ZmFkenptTlU1SFhWaTdfZ3V6Ymc2MW9SZEdaRld2U2JOS1JZZWdWaVNnRDd2VkJValFuN2oyNjZHeXdHZUpVWDYxaExfUEtpOFVlTFVENUFUQXFSaXFOVFd0TG5QOGJaR01SNkE0SkF6Mk9qUTNQQmJRNjdTS1Nzd1g5c3Zpb2NlOFZRZ2lCNEU5dWNqa0N6UEpwLXVkelBtRlMzeA?oc=5
,Google News,"Fri, 30 Jan 2026 03:06:01 GMT",https://news.google.com/rss/articles/CBMivAFBVV95cUxPMzJwejFINm1FR0o1OVoxSGtjeUxnZ0RxMWE1UmFHM3RTVDhNTXNJNmNmck9icFRQNFIzU29KMDQ1ZTM3THdpRmFJZS1oNVYyWHYyQWc1V3FVa2VTUEhkamllWngxUXYxa2lOZUpESlFla1RzbnJCQTAyTXdzLVFCODN4dU16RnlvNjhpZlNxdnBBZzlFV2QyVzkweC1EZTlLWC0xc1F1QnI1R1pwNnl5eFB4N3hlNHBmeWZoadIBwgFBVV95cUxPVU5JYmx0Y3Q0ZmxQdjBLZk96SWFtNjNaMlU5eGJKY1laZVFaSGg3Z0VJZTdlcjM2SDNvZVNjXzNpTTctM21fRHp0M3Q1V3FnTU90OXBJekJoUEJSNGc3YzU1RFl6WDk4Wm9teUpCNWNTbFZrcExaUVZ6T0I5SnI0dzBoek0tUmg3MEgxdXBFMmNoWWhYRzRrMVVzcVRDZzh0RW15Nm9SOVotWnBHTnhlUTlobEFvNjlqXzk5MXMtREFlQQ?oc=5
,Google News,"Thu, 29 Jan 2026 16:46:39 GMT",https://news.google.com/rss/articles/CBMitAFBVV95cUxOTWVPTTdGa1FHbzhNdkhkZF9NdF90VU5wUUlpQjRnRW8zTjgwRjRUcjE4bEQ3d3VzNk95SVJ2NFVpSEx5YUpkYUlFNktlbzIxdTdrOVhnLVBuWXhGRVIxaVdtaV9CMERMN0VKYnR0aGVDSUgxdnFMVExkMkV3UndpZUhmNW1HWUNudGxCbjFJZm5NYjdJLU1KRHU4VUtNelZVTmxQX0gtbjJoSzJHdzJ1WjhnRVA?oc=5
,Google News,"Fri, 30 Jan 2026 02:49:00 GMT",https://news.google.com/rss/articles/CBMifEFVX3lxTFBKVTlOZzNvWE1adTlGWDJtNnZHRHY5TzVkT0YxdHRsc3Bxc1Ffa0Q1RGE3RHpjbWx0dnhPejhyUmFfWmhjc0tnVklqTlBKM3RWcU9XZGE2WUlVTDZaYVZSZll0TWJ1bFh4ZkJsY1RYSUpGNHkwSUF0NVZ1RVM?oc=5
,Google News,"Thu, 29 Jan 2026 20:15:01 GMT",https://news.google.com/rss/articles/CBMilAFBVV95cUxOcS1wVTBHOFVYMDNjSWtCYnNUbW9IZ3ZNR215S1hLbXJiNXRpRl9JX0hxT0NydFktcHE2SExqbEVUU0tib1c3UEhnbXVucEs5YmtaWlRIdmtaVldiTGhWS2t6RlEwNXc2bHpMakRVeVBVUkFJSHl3UTNqLVZuaUFxeTZoLXl3UmxCZUVYRHJXN3Jwc0JO?oc=5
,Google News,"Thu, 29 Jan 2026 19:10:23 GMT",https://news.google.com/rss/articles/CBMiiwFBVV95cUxNZ3ZlT0ZOM0YwVFkxU2o3QXlPTzdXWW5zUF9pRGZIV1FES1JkZVB4QWZxQVI0RTBTREJxQmMyc3JfNHZCNm5DVk1zWm5vUzh6NHJyalRuSmxuczVsQUxMMDVBQ3U5OUMxVk81aUJXeGM2eEZGYmVic001Q29saUItRjFtbjNrTG5CUnJN?oc=5
,Google News,"Thu, 29 Jan 2026 21:40:44 GMT",https://news.google.com/rss/articles/CBMitAFBVV95cUxOeEUwWk52M202RkxSUTBYV3VWWlQ2aDlyUVNkOVpqNEdORGQxUUdBeGUtdlZVbTU1WlpNUjcwanYwNVplM0ZLQnd1aXVVbnBvUFZSUDhoYjZXZnNRZTB5LU90WXZRV29VT0ZRcTRCYldhV3FuV1JmMktPVTJqSHBGWXg2dmRLNUFSOEN4WXlYaWNjVTNFU0I5NDJFcWFCNWt3MnYzQ0xfNGlzRXlNU1JBcFVfSVk?oc=5
,Google News,"Fri, 30 Jan 2026 13:35:00 GMT",https://news.google.com/rss/articles/CBMilgFBVV95cUxORmJRdFJkZG5UN3ZnclA2MWNsWEFRbTZJckNPTGdMS2poSmluVzdlUlVBZ3pMQ1A5VV80UFoyamRUTHdvUkZDS2NjczZqYVQ3akNQd0ZKcUYybm40dURKaVVmOUxEeGw5aVVZUFBSbDdkQVZQNnZKdkYtR2dxUHJuWWRIY2x4X1lKZlR4ajlMN0lucjJtaGc?oc=5
,Google News,"Fri, 30 Jan 2026 14:26:52 GMT",https://news.google.com/rss/articles/CBMivAFBVV95cUxNdnZJbThoR1dXbGxXMFd6RHRjcjFDdERsNlVhRnZfU24tc1RkclAzRjAzMi1rNXBGdHZmaW82ZWlJY1R2SjZtQWRlSHJha0ZJZzFIWE82NnM5Q1p6UVlFTE12QzhXY2o1LTUwaVZJeVoxMVlfamdTYXFfNEwxTEpuY0NaQ0NPVHpRX2hCR1hHWGRhRlkxVkZ3NUxCT3VrVlpKb3dQd0RidmxucjZFclZ1cF9QV0tKRXJDdFFqVQ?oc=5
,Google News,"Fri, 30 Jan 2026 11:39:42 GMT",https://news.google.com/rss/articles/CBMizgFBVV95cUxPNFFtaVBIS3N0YXV5OWF6YU9MR29RdXg2YnYzUlg2UmU4ZmZ3M1VGSWROQ2ZmbmdrbUsyS2lKUm9YOUFEbFJqeUtqYkl0R3JkcXo3TjJQZXRnVkVwYWkyUXRGSGUwM1RhRVV5RmI5OFVMTFBHdDZTYzQwb0JHdGhVS09TU0ZFbE1NcnZLTWNSVHJ4aWYtWlBxZ3ZKY2tzMFRRMmRscTk2S2F3TWdLNGRkMEJuSTBmaUFpOWRSUERsb05aTGhkLUUteW45OFplQQ?oc=5
,Google News,"Thu, 29 Jan 2026 20:04:08 GMT",https://news.google.com/rss/articles/CBMi3AFBVV95cUxQWTVpRlo3TmJucFRZYVRCV1pHWXpGVnFScGhCZUJieGZnRmxrTl9IS3RVNFVCV0I5bzR5OHhLUXZsZGJudC1qTm1IT2tQWFJJME5yYTJVbWVnYi01RmYzS3N0eGd2NTVYM0JKSXR5RmVNV0oxSXRsVVo4MndfZXdLZ0diSlVKNWEzclI3ODk1VHVlOXJvOVZnWXJIMmM4SUNBSHp3RDhkamQzbDNsc05QeGNVZDVyekJiX1ZKNUpsaGR6cDQxY0k4U01NSjJZXzJaMVVxRno4dnhoREVW?oc=5
,Google News,"Thu, 29 Jan 2026 22:35:28 GMT",https://news.google.com/rss/articles/CBMi4wFBVV95cUxOdy00MXpNbXRyUzVCclFQTlBzRGlVRTdxaVR3SmtzRTZqbXJMMVJOM18zbDNKaUNpN3UzNWFZdGdwWTB6RnJOZTlWQ09PcnJxRDZDcmF4ZndIQ184VW5TMnJFMV84T0hXaEdCY1VtT2VkbHJ4WHRBNWRwV0NNRWpvSElSVkpYWmNVZWtjeFBCa3NIT3l0UWYwQmRBUFZUR3ZUTUNKTnRuNTN1cE5fUFhISEU1UkF0UzlQbS1FcnB3UzNkVFhtSVRua0NRZmZpRmtud0l6Q3owM1FDd2hEWDZHcVUwaw?oc=5
,Google News,"Fri, 30 Jan 2026 06:15:00 GMT",https://news.google.com/rss/articles/CBMiiAFBVV95cUxQUnkyVG45S1pmRnNyZm5fbGNuZFFkVXBEd0dLb1pIR0VFemcwbFdkZEttbVdZeHJoMlQ2R251dXRwRGRkdDZWMS00ejlDYll2bmQ1ODkwelVlX1pZSlVSWjUxcks5YzJESjZMMm9NbmlWY3ZFNzJDbjZaaktSNTFBc0tIeWI2d1p4?oc=5
,Google News,"Fri, 30 Jan 2026 00:52:37 GMT",https://news.google.com/rss/articles/CBMivAFBVV95cUxQb0FVazNtZ1N1TmdGQ3FkaV94OXgza29QdE9ZN3ZTaWRyVV90Vy1KTi14eHU5QVhfTlc0aDZXd2RNVG5CN3VkVUxaUGJXRmZUcGdWeDBzQ2M0ZXVvUWx5U2tUcWR4aUJsOW1OMmF3OC1uRjRzSFJZZmZlQnhiX0djdUZtRk00QUU2emN3VnJCMUo2eFJ0d2t6WHFxSDAtZGhyNmRhYm82M2ktcl9YM3hjZDJOdEw5R0l2bGRNZw?oc=5
,Google News,"Thu, 29 Jan 2026 17:21:45 GMT",https://news.google.com/rss/articles/CBMirgFBVV95cUxQT3l5THUzVERhbUVpeTFJWWdYSGFkU0hoWkh2Z2xxeEVOS013b2RldmF2eERKZlVTVGR0Y3dFMi1ZX3B6ZndKYVI0VVhvaE16a2o1cTItNWVKWTk5OV8yMFFqZ3dNZ0t5RERjZFFHbFlwUzB5R2F2elY3ZFl3R1BBM0VkRnhRUWpvVzR0MzZMYUx2U3ppVE16QnlydVhDUzJGV1JfOWZKYUFkOGRVNXc?oc=5
,Google News,"Fri, 30 Jan 2026 06:58:56 GMT",https://news.google.com/rss/articles/CBMirwJBVV95cUxQcmpuQ3JPaXU3MlBjNExsS2ZCZ215VGI1YnBiV2YwSlhWek1FeTBWUzhCanRqaXZ2bDFoWnFtR0JZVnNxekRSeWctbDhjTWVwSF91ZG9ObGwtbkZfeFFIT2dTR0hkZ3phUWlLNlZUeU41R1BRSUcteUd1YURXb2xqaXJaQ2ZybEhGd0RzTmF5ejBEZFZFLW9CQlAzQmZRS2RlZmVMWDktSTRvRE1NRFZWdjZlRjBoRVVNZmZHSWtGUFNDNE5ic2ZoLUZFWDRPRkFvQWMtMlZxQzBNTklST1NUQmpTaHVLUTIzNFB0eGk3eEkzbWg5T0NwVzJYUWF3S1hFbWI3SldDb0ZzUVFEZ2ttWVp4UDZWV1NURGczeVRHMXNxZzFGNkY3MHFiU1lmWDA?oc=5
,Google News,"Thu, 29 Jan 2026 17:05:00 GMT",https://news.google.com/rss/articles/CBMiyAFBVV95cUxNZ1plN0xRbllEXzRWb2JxVkRHdE1LZ1BkXzVEQVYyaHR3T1d1eHRPVjkyRk8xcERaRWZnX2NNR2U3WHYyX245bkE5ZExpSmF4RUJrVTZCLVhGMzRpb2pQMzhXdEJHWHlwUlFtTk9LSDJLT1dXaXNSZEsxTUVOZXJnVTdHY0hncEdZV3pRMUFBa0RHeDVyUWgtek5GSDZXRFlKaEdQTWpuQzZ6QUZRVzlhSWFWNGdUbUttWUp4ekpIbDY3cVdia3B1Tg?oc=5
,Google News,"Thu, 29 Jan 2026 19:02:21 GMT",https://news.google.com/rss/articles/CBMivgFBVV95cUxQMzgtMUZPRXp2UlVXWndWM0xMLVYyZ1Z2cHF5LV9kcDRzM3FjZUhfUGxsSnZUMDljOGxRVkhERFhJY2RkSWFLN3VpY3Q3V0Y0NFRuMktma1gtazdRbE1PX3Joc2JMY3pVYXpLRXd4cmxnVllRa1dRVzRXbG5ScXBodnRPVkFkck5waVJzUXpNQVNJVjdSeXVQMk5TSjQxVWV1SUpyTUNleWx4clRoUUlfUkRNejBialVyR05ZRUJ3?oc=5
,Google News,"Thu, 29 Jan 2026 21:22:52 GMT",https://news.google.com/rss/articles/CBMijAFBVV95cUxQZUh5VEJNazhnWFMyUGxwYjFGWkp4Q2NwQWctVVo2endPdE84ZnlJWDZ1Qm1WdjNrWWllQTZjVWtmVmFCTXM2UTFLQzJpWm9RcXIwRUp5RnhVNWRlMUF6cTRlcjB4a2NlN3g1TG1xYTJOSkU3VDRXY0x5Q2p5YVp0eFNvZlB4amlSWkwzMg?oc=5
,Google News,"Fri, 30 Jan 2026 13:11:48 GMT",https://news.google.com/rss/articles/CBMivAFBVV95cUxNbHhhYlkwck9LXzBYb0pOVEdEN01fek9Pd1NqYlExQ25lY1RtVXNFOTVKbWpoa3VseGhRbWxOb1FlUDNvb0FSSE9EbHpWMVgyaGMxMkk0YkFpaTNFSzhpd2JLS1FaNHZsNkVjY3J1cGFrdHJFcl83U0pxREpHX1k3TDdZMzVEcGdQUVFXM2xFcFJRZzY3Smw2T3g5VFJWb3RfRUpyRk5wN2dPbExGRFZ4alhPZFNYcEZwbndfeQ?oc=5
,Google News,"Fri, 30 Jan 2026 10:32:34 GMT",https://news.google.com/rss/articles/CBMitwFBVV95cUxOZWZvYVVvQ3NxQUJFeTJNaFpRS3A1SUVLMUdySFFGZXdlTzhydVI3M1JiOUd4OVFxYm1vSnVINjJGRlgwaVYxQloxdkFPT3Zlb0x2aTBsckVCYTVlSy1RUUVDenQzYjNmTHNLNTlBQ2FQSzhjZlVrWXcxWFR4eF9xYk9GSWQ3eGxic1FvQndRd3MwQ0pfWWxCcVdyVkQ3ak9fVHotTkhLT2l0Q3dhd3hGZEhsMlVDVUU?oc=5
,Google News,"Fri, 30 Jan 2026 07:30:00 GMT",https://news.google.com/rss/articles/CBMiswFBVV95cUxORDRMajRnTmd2cVJ2cVBFdFBfUVZma3JiVnV4VUFQamQxQVlNcnN3YUt6MDROM1dENmwtVVhNdEJlRjFfVzBqQTJVMnhyaURvM1R4Mm1fZGpMUXJLX2VDVi1zSEdHY1pRNFUycUJEcFI2ZmZxeW51STMxYTNYbnBrZU9YNlk4VUJvR0x6MjJoelNUZjRBZEI2YndFSjFwRTZIR3I4WUhjVFVEYUtxeWMzX0dySQ?oc=5
,Atlas Holdings Press Release,12/10/2025,https://www.atlasholdingsllc.com/news/atlas-holdings-completes-acquisition-of-the-odp-corporation-craig-gunckel-named-chief-executive-officer/
,Atlas Holdings Press Release,09/22/2025,https://www.atlasholdingsllc.com/news/the-odp-corporation-to-be-acquired-by-atlas-holdings-in-all-cash-transaction/
,Atlas Holdings Press Release,08/22/2025,https://www.atlasholdingsllc.com/news/foster-farms-completes-sale-of-farmerville-louisiana-complex-to-case-farms/
,Atlas Holdings Press Release,07/31/2025,https://www.atlasholdingsllc.com/news/atlas-completes-acquisition-of-steelmaker-evraz-north-america-forms-orion-steel-and-appoints-doug-matthews-ceo/
,Atlas Holdings Press Release,05/05/2025,https://www.atlasholdingsllc.com/news/atlas-holdings-completes-a-one-and-done-closing-of-fifth-investment-fund-at-hard-cap-of-6-45-billion/
,Atlas Holdings Press Release,04/03/2025,https://www.atlasholdingsllc.com/news/atlas-holdings-launches-resrg-automotive-with-acquisitions-of-rehau-automotive-and-srg-global/
,Atlas Holdings Press Release,10/17/2024,https://www.atlasholdingsllc.com/news/atlas-holdings-signs-agreement-to-acquire-srg-global/
,Carlyle Group Press Release,2026-01-22T13:15:00Z,https://www.carlyle.com/media-room/news-release-archive/eldridge-and-carlyle-alpinvest-partner-launch-eldridge-diversified
,Carlyle Group Press Release,2026-01-20T14:00:59Z,https://www.carlyle.com/media-room/news-release-archive/carlyle-leads-financing-acquisition-comrod-bridgepoint
,Bain Capital Press Release,,https://www.baincapital.com/news/bain-capital-closes-fourteenth-flagship-private-equity-fund-14-billion
,Blackstone Press Release,2026-01-26T08:30:48-05:00,https://www.blackstone.com/news/press/blackstone-announces-agreement-to-acquire-arlington-industries/
,Blackstone Press Release,2026-01-06T08:00:33-05:00,https://www.blackstone.com/news/press/blackstone-energy-transition-partners-announces-acquisition-of-alliance-technical-group/
,Blackstone Press Release,2025-12-25T10:04:00-05:00,https://www.blackstone.com/news/press/blackstone-announces-agreement-to-acquire-a-landmark-japan-logistics-asset-marking-the-largest-logistics-transaction-in-the-country-this-year/
,Blackstone Press Release,2025-12-23T04:11:47-05:00,https://www.blackstone.com/news/press/blackstone-announces-agreement-to-acquire-hamilton-island-australias-iconic-resort-destination/
,Montagu Private Equity Press Release,,https://montagu.com/universal-investment-group-signs-agreement-with-advisense-to-acquire-fcg-fonder-ab-strengthening-presence-in-the-nordic-region/
,Montagu Private Equity Press Release,,https://montagu.com/harvest-further-strengthens-its-pan-european-footprint-with-the-acquisition-of-firstance/
,Montagu Private Equity Press Release,,https://montagu.com/itrs-acquires-ip-label-to-strengthen-digital-experience-monitoring-capabilities-and-expand-european-presence/
