Title,Source,Published,Link
"Blue Jays run helps boost Rogers' profit, company eyes buyout of remaining MLSE stake - townandcountrytoday.com","""buyout when:2d"" - Google News","Thu, 29 Jan 2026 21:04:30 GMT",https://news.google.com/rss/articles/CBMi0AFBVV95cUxOanpEOHk5bmV0Tnc3WUpmcXV4OEVDVmZaQ2ZLNzBYVUk3RGIxc05JaUlPQWhtcDVYOWRGQVpqNzZXSnh1Y05TMFVPWmx4Yk1qQzRheXM5VlBBemsweXgzTEpsdTNZU2x0ZF9FMS1sTXNXYXdUMFh2MlZxZ2QyVC1JenlITlFqLVNzOFNHd1k0cW9vUHZzanBfYnM1OGNXd21tcU5UMFBmWDhMVFFhbDdsV3A1b0RjQko4VGdGUllUX2RFQW40a2RBcWdKMm1ncmJ2?oc=5
BOE Votes to Buyout Former Superintendent's Contract - wsaz.com,"""buyout when:2d"" - Google News","Fri, 30 Jan 2026 04:53:00 GMT",https://news.google.com/rss/articles/CBMikAFBVV95cUxPZm51eTlMTWhXcFBibENjM0puZjhrdjVNaUl5ZXlPOUpXVzNhNV9NUXNnSTRLSG5QbHBhd3pHbWw5d2dQZ003OTMzaENsV2NfY2JTRXpjdFNJbFlSb0ZxaUdMZEh2dUM4dmVYbzZjaE5hamYwdmpEeTlPNFg0aE5iYlVkMXRrOGd4S01CREFqemI?oc=5
"School board approves buyout of former superintendent’s contract, swears in new members - wsaz.com","""buyout when:2d"" - Google News","Thu, 29 Jan 2026 22:17:00 GMT",https://news.google.com/rss/articles/CBMie0FVX3lxTFBka01USUJ2eDVZa2lNX0p3MFVabFdqR19TRWpHQW1oOEtCaFNTOXMyeTdyUWhaaVNRaW5mWHNhOG45OWlSYmswdjNtRngxR2FWaEFUSGU4TGRWOFRfV3B1eWp1cDBvTXpITGQzSzJ2aFl4UEtraDVKYU1qVdIBjwFBVV95cUxOY21GTVVrZWttRnFWVlNlVW5iLVppSmR0eTI1dXN1QVYzZmUyejZyVFBTX1E0alBHdTdRek1QNWg0SkprbXFvbkU5eFdJR2RXNG42dTNmUFoyYTBoYlpmNWxCQks4TFFqbVNGczFVUlBta0lfbGxFem5BbzdIeUZUMWNKQnMwczZwaHdvVURvdw?oc=5
Board to vote again on superintendent buyout - wsaz.com,"""buyout when:2d"" - Google News","Thu, 29 Jan 2026 22:17:00 GMT",https://news.google.com/rss/articles/CBMigwFBVV95cUxPeEUtR2Z4cmM5QUVYbDZueFdPZy1zT1ZyZU9BYlVLaG5OZVZuamdIWnBneS0wbFgtVkZDdWxvMFZwVXQ1OG9SX2V1TFNCY3lUbk1pY1BCY1ZfUlhLVGZVX1lKZEoyNEh0NjFlV3MxVm5hMmpQQXd5U0p2VWRSdGxaRTI2QQ?oc=5
High-quality buyout pricing holds firm in the secondary market —Campbell Lutyens - SecondaryLink,"""buyout when:2d"" - Google News","Thu, 29 Jan 2026 16:51:45 GMT",https://news.google.com/rss/articles/CBMi0AFBVV95cUxQUkhfUU5NdTZ5alRYbDJIaFNmeUdSWlBFbjVGV3J0d1NRLWloMGM3VkJYQ2U5QTBCSnZheTdlTnZkTHpJQjNZdU12ajVpYlZFc1dXYjRNWk50X3pfbUxDd204T1hsM0pxdUhVa2ZjbURNcVhtQTVEUUYxbE5zOENuRlhtMFBILTRNQmxFTm1DRlhpeGZnR0p2X1VYeFBVRXBCNHhJa1BTYy1TOXl4UGlJN1ctZ2E4aml0WlI5N1pZSGV6eUU4TFNPay1fdUpWc0lE?oc=5
Beyond the Buyout: Private equity sees a match-winner in Indian sports - DealStreetAsia,"""buyout when:2d"" - Google News","Fri, 30 Jan 2026 02:32:16 GMT",https://news.google.com/rss/articles/CBMigwFBVV95cUxQMldOV0I3clZOVi1yN2dUNlUwcElLV3R6SlA1MVpZU2VhTVRGMFNIdml4T3UzVWc5ZmE1WE92SDhOOTljUjRXMkpJQlJwNmUyQW11dDRUMDNrVWVxelRNclBaa1ZkdUhEYlhQcDB1UU1MWTY5cUFMdEdtbkMzSjdGT3VFdw?oc=5
I-NET Corp. to Delist from TSE Prime via Extreme Share Consolidation and Buyout - TipRanks,"""buyout when:2d"" - Google News","Fri, 30 Jan 2026 04:27:48 GMT",https://news.google.com/rss/articles/CBMiygFBVV95cUxPTkJRVnpkSWZTX1BUUU5lb2NLV0l0QmtyRVBXQnlFY2liaDJfWEFxUWJ5Qm9KVElIeTB4cV9WdGxQRUNtS0tQLVoyMjBxOWN4NzJTZHREaGVFVDB2VXEtc0hKWlVvMmFOR3VMbGN5NWUyVUpWalMyOHZPQ3UzNV9uMk5SMHN3NThkV3NBVmY1Wl93X0FSWWdub08wM0gwbVU2a1JiUThIWVVwSzBTZU1rLVoyQVVSWUhoYTFhbVh5eDYwNEpuMHA0Q0JB?oc=5
Totvs buyout of Linx cleared by CADE - MLex,"""buyout when:2d"" - Google News","Thu, 29 Jan 2026 15:48:00 GMT",https://news.google.com/rss/articles/CBMiogFBVV95cUxNcXpyc1ZxSktyajJlcjlNVV9HMlBKVHlWOHVWYjZjZHpRcW5VRnYyX05Ja3F5djRjMU5FcFBJM2daSFd5LWw5ZEowUTlpVDRNdU1FMGkxRUtXVzhDSkhKRkpMWHg0eThWLWs0M05MQlc4eHZ0bXJpTzFqRTVIOV9kVURVWGVlUzY2ODNMdFVxbS1zZWQxWG5XYnNGN1FabGhNanfSAVpBVV95cUxPdG5FT21wSlRpZUVtdjlHakN4cWVpT2E0X3JMXzJjcUtpbXA2SWRFc2VNWE0zOGNfSnRsN1FzMXpQa2pSRGtmUzRGbUh4RzlwanY1LWJOc09HT1E?oc=5
"Bobby Hurley buyout, contract details as Arizona State Sun Devils coach - Sporting News","""buyout when:2d"" - Google News","Thu, 29 Jan 2026 16:17:46 GMT",https://news.google.com/rss/articles/CBMi3gFBVV95cUxOYU45Z29na3hCWHZydWVMSkJsV0N6U0lWQ0FLaWdRZklVQjAyVGNnRElvNUVUQzF5QTkzemtDaENzY19BQWNJOTM0bS1ZNG9DNW55YmprZkNGRHc5UG9xYXZLZkx3c2d2UGN5SXZrMU1EclI1WlA4QjZzT19MSWsxSFphNEhfYWNYNnAzOXY2aUFhRmc5aDNBc2VvZ0NWOWMyQmFTdG0yOV9EYUFTRjl2V1FMVTFKOFZyTElsdnpZQmc3OW1PX21zdG5NRGkwRFVnWHhsUHZRYTdYdFhOTmc?oc=5
NYSE Content Advisory: Pre-Market Update + Cast of HBO's 'Industry' Rang Thursday's Closing Bell,,"Fri, 30 Jan 2026 13:55:00 +0000",https://www.prnewswire.com/news-releases/nyse-content-advisory-pre-market-update--cast-of-hbos-industry-rang-thursdays-closing-bell-302675071.html
STEAM Education Icon Challenge Island® Earns Spot on Entrepreneur Magazine's Prestigious Franchise 500® for the Ninth Consecutive Year,,"Fri, 30 Jan 2026 13:51:00 +0000",https://www.prnewswire.com/news-releases/steam-education-icon-challenge-island-earns-spot-on-entrepreneur-magazines-prestigious-franchise-500-for-the-ninth-consecutive-year-302674648.html
VolitionRx Limited Announces the Preparation of Reimbursement Submission for its Nu.Q® Cancer Assays,,"Fri, 30 Jan 2026 13:50:00 +0000",https://www.prnewswire.com/news-releases/volitionrx-limited-announces-the-preparation-of-reimbursement-submission-for-its-nuq-cancer-assays-302675011.html
"BRIDOR Continues Expansion in the U.S., Invests $200 Million to Double Production Capacity at its Vineland, New Jersey Baking Site",,"Fri, 30 Jan 2026 13:49:00 +0000",https://www.prnewswire.com/news-releases/bridor-continues-expansion-in-the-us-invests-200-million-to-double-production-capacity-at-its-vineland-new-jersey-baking-site-302674651.html
Cybernetix Ventures announces fourth annual Robotics Invest and second annual Robotics Tech Week,,"Fri, 30 Jan 2026 13:45:00 +0000",https://www.prnewswire.com/news-releases/cybernetix-ventures-announces-fourth-annual-robotics-invest-and-second-annual-robotics-tech-week-302674584.html
Chung-Ang University Scientists Generate Electricity Using Tesla Turbine-Inspired Structure,,"Fri, 30 Jan 2026 13:43:00 +0000",https://www.prnewswire.com/news-releases/chung-ang-university-scientists-generate-electricity-using-tesla-turbine-inspired-structure-302674646.html
Incheon National University Researchers Uncover Hidden Toxin Risks During Nutrient-Starved Algal Blooms,,"Fri, 30 Jan 2026 13:42:00 +0000",https://www.prnewswire.com/news-releases/incheon-national-university-researchers-uncover-hidden-toxin-risks-during-nutrient-starved-algal-blooms-302674020.html
FlashLabs Launches SuperAgent -- A 24/7 AI Revenue Worker That Runs Revenue Operations End-to-End,,"Fri, 30 Jan 2026 13:42:00 +0000",https://www.prnewswire.com/news-releases/flashlabs-launches-superagent--a-247-ai-revenue-worker-that-runs-revenue-operations-end-to-end-302674634.html
"DEADLINE ALERT: Faruqi &amp; Faruqi, LLP Investigates Claims on Behalf of Investors of BellRing Brands",,"Fri, 30 Jan 2026 13:42:00 +0000",https://www.prnewswire.com/news-releases/deadline-alert-faruqi--faruqi-llp-investigates-claims-on-behalf-of-investors-of-bellring-brands-302673761.html
Lyric Health Appoints Bill Schmitt as Chief Growth Officer to Accelerate AI-Powered Virtual Care Growth,,"Fri, 30 Jan 2026 13:40:00 +0000",https://www.prnewswire.com/news-releases/lyric-health-appoints-bill-schmitt-as-chief-growth-officer-to-accelerate-ai-powered-virtual-care-growth-302674636.html
Incheon National University Develop Novel Eco-Friendly High-Performance Gas Sensors,,"Fri, 30 Jan 2026 13:38:00 +0000",https://www.prnewswire.com/news-releases/incheon-national-university-develop-novel-eco-friendly-high-performance-gas-sensors-302674030.html
MAXISIQ Awarded Position on Missile Defense Agency SHIELD IDIQ,,"Fri, 30 Jan 2026 13:34:00 +0000",https://www.prnewswire.com/news-releases/maxisiq-awarded-position-on-missile-defense-agency-shield-idiq-302674629.html
VetsinTech Launches 'Vets in Space' at Historic Aviation Site,,"Fri, 30 Jan 2026 13:33:00 +0000",https://www.prnewswire.com/news-releases/vetsintech-launches-vets-in-space-at-historic-aviation-site-302675065.html
"Local Small Business Owner Opens Pak Mail Inside of His Existing Accounting Business in Springville, Alabama--Offering Shipping and Office Services",,"Fri, 30 Jan 2026 13:32:00 +0000",https://www.prnewswire.com/news-releases/local-small-business-owner-opens-pak-mail-inside-of-his-existing-accounting-business-in-springville-alabamaoffering-shipping-and-office-services-302674622.html
24HR Sliding Door Repair Launches Franchise Expansion Amid Booming Home Repair Market,,"Fri, 30 Jan 2026 13:32:00 +0000",https://www.prnewswire.com/news-releases/24hr-sliding-door-repair-launches-franchise-expansion-amid-booming-home-repair-market-302674625.html
New Handbook Addresses Critical Gap in Physician Career Transition Support,,"Fri, 30 Jan 2026 13:31:00 +0000",https://www.prnewswire.com/news-releases/new-handbook-addresses-critical-gap-in-physician-career-transition-support-302674616.html
Tiger Group Now Accepting Bids in Multistate Truck and Tractor Liquidation Sale Closing on Feb. 3,,"Fri, 30 Jan 2026 13:31:00 +0000",https://www.prnewswire.com/news-releases/tiger-group-now-accepting-bids-in-multistate-truck-and-tractor-liquidation-sale-closing-on-feb-3-302675061.html
Greenberg Traurig Litigators Prevail for Dale Swanberg as SEC Dismisses Civil Securities Fraud Charges,,"Fri, 30 Jan 2026 13:30:00 +0000",https://www.prnewswire.com/news-releases/greenberg-traurig-litigators-prevail-for-dale-swanberg-as-sec-dismisses-civil-securities-fraud-charges-302674848.html
OceanPal Inc. Announces Engagement of CBIZ CPAs P.C. as New Independent Registered Public Accounting Firm,,"Fri, 30 Jan 2026 13:30:00 +0000",https://www.prnewswire.com/news-releases/oceanpal-inc-announces-engagement-of-cbiz-cpas-pc-as-new-independent-registered-public-accounting-firm-302675043.html
XTI Aerospace Expands Drone Nerds LiDAR Portfolio with Freefly Systems FLUX Series,,"Fri, 30 Jan 2026 13:30:00 +0000",https://www.prnewswire.com/news-releases/xti-aerospace-expands-drone-nerds-lidar-portfolio-with-freefly-systems-flux-series-302675053.html
Forum Energy Technologies Announces Timing of Fourth Quarter and Full Year 2025 Earnings Conference Call,Business Wire Advisory/Reminder News,"Fri, 30 Jan 2026 13:30:00 UT",http://www.businesswire.com/news/home/20260126126972/en/Forum-Energy-Technologies-Announces-Timing-of-Fourth-Quarter-and-Full-Year-2025-Earnings-Conference-Call/?feedref=JjAwJuNHiystnCoBq_hl-SPFJfID-pbHRL5rJiXBiVXA5iVZRovl-KiT8JIL-Zuae3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_OvEIYE_LbbQPYbHnujfSSg==
Philip Morris International to Host Webcast of 2025 Fourth-Quarter and Full-Year Results,Business Wire Advisory/Reminder News,"Fri, 30 Jan 2026 13:00:00 UT",http://www.businesswire.com/news/home/20260130069518/en/Philip-Morris-International-to-Host-Webcast-of-2025-Fourth-Quarter-and-Full-Year-Results/?feedref=JjAwJuNHiystnCoBq_hl-SPFJfID-pbHRL5rJiXBiVXA5iVZRovl-KiT8JIL-Zuae3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_OvEIYE_LbbQPYbHnujfSSg==
"SmartStop Self Storage REIT Announces the Date of Its Fourth Quarter 2025 Earnings Release, Conference Call and Webcast",Business Wire Advisory/Reminder News,"Fri, 30 Jan 2026 13:00:00 UT",http://www.businesswire.com/news/home/20260130898317/en/SmartStop-Self-Storage-REIT-Announces-the-Date-of-Its-Fourth-Quarter-2025-Earnings-Release-Conference-Call-and-Webcast/?feedref=JjAwJuNHiystnCoBq_hl-SPFJfID-pbHRL5rJiXBiVXA5iVZRovl-KiT8JIL-Zuae3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_OvEIYE_LbbQPYbHnujfSSg==
FLUX Celebrates its First Decade of Trans Empowerment,Business Wire Advisory/Reminder News,"Thu, 29 Jan 2026 23:25:00 UT",http://www.businesswire.com/news/home/20260129020910/en/FLUX-Celebrates-its-First-Decade-of-Trans-Empowerment/?feedref=JjAwJuNHiystnCoBq_hl-SPFJfID-pbHRL5rJiXBiVXA5iVZRovl-KiT8JIL-Zuae3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_OvEIYE_LbbQPYbHnujfSSg==
"Goldman Sachs BDC, Inc. Schedules Earnings Release and Conference Call to Announce Fourth Quarter and Fiscal Year Ended 2025 Results",Business Wire Advisory/Reminder News,"Thu, 29 Jan 2026 22:12:00 UT",http://www.businesswire.com/news/home/20260129503765/en/Goldman-Sachs-BDC-Inc.-Schedules-Earnings-Release-and-Conference-Call-to-Announce-Fourth-Quarter-and-Fiscal-Year-Ended-2025-Results/?feedref=JjAwJuNHiystnCoBq_hl-SPFJfID-pbHRL5rJiXBiVXA5iVZRovl-KiT8JIL-Zuae3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_OvEIYE_LbbQPYbHnujfSSg==
HNI Corporation Fourth Quarter and Fiscal Year End 2025 Results Conference Call,Business Wire Advisory/Reminder News,"Thu, 29 Jan 2026 22:00:00 UT",http://www.businesswire.com/news/home/20260129172782/en/HNI-Corporation-Fourth-Quarter-and-Fiscal-Year-End-2025-Results-Conference-Call/?feedref=JjAwJuNHiystnCoBq_hl-SPFJfID-pbHRL5rJiXBiVXA5iVZRovl-KiT8JIL-Zuae3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_OvEIYE_LbbQPYbHnujfSSg==
Bright Horizons Family Solutions Announces Date of Fourth Quarter 2025 Earnings Release and Conference Call,Business Wire Advisory/Reminder News,"Thu, 29 Jan 2026 21:45:00 UT",http://www.businesswire.com/news/home/20260129228874/en/Bright-Horizons-Family-Solutions-Announces-Date-of-Fourth-Quarter-2025-Earnings-Release-and-Conference-Call/?feedref=JjAwJuNHiystnCoBq_hl-SPFJfID-pbHRL5rJiXBiVXA5iVZRovl-KiT8JIL-Zuae3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_OvEIYE_LbbQPYbHnujfSSg==
"The Estée Lauder Companies to Webcast Discussion of Fiscal 2026 Second Quarter Results on February 5, 2026",Business Wire Advisory/Reminder News,"Thu, 29 Jan 2026 21:45:00 UT",http://www.businesswire.com/news/home/20260129383350/en/The-Est%C3%A9e-Lauder-Companies-to-Webcast-Discussion-of-Fiscal-2026-Second-Quarter-Results-on-February-5-2026/?feedref=JjAwJuNHiystnCoBq_hl-SPFJfID-pbHRL5rJiXBiVXA5iVZRovl-KiT8JIL-Zuae3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_OvEIYE_LbbQPYbHnujfSSg==
"Chime to Announce Fourth Quarter and Full Year 2025 Financial Results on February 25, 2026",Business Wire Advisory/Reminder News,"Thu, 29 Jan 2026 21:30:00 UT",http://www.businesswire.com/news/home/20260129400813/en/Chime-to-Announce-Fourth-Quarter-and-Full-Year-2025-Financial-Results-on-February-25-2026/?feedref=JjAwJuNHiystnCoBq_hl-SPFJfID-pbHRL5rJiXBiVXA5iVZRovl-KiT8JIL-Zuae3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_OvEIYE_LbbQPYbHnujfSSg==
Nordson Corporation Announces Earnings Release and Webcast for First Quarter Fiscal Year 2026,Business Wire Advisory/Reminder News,"Thu, 29 Jan 2026 21:30:00 UT",http://www.businesswire.com/news/home/20260129456990/en/Nordson-Corporation-Announces-Earnings-Release-and-Webcast-for-First-Quarter-Fiscal-Year-2026/?feedref=JjAwJuNHiystnCoBq_hl-SPFJfID-pbHRL5rJiXBiVXA5iVZRovl-KiT8JIL-Zuae3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_OvEIYE_LbbQPYbHnujfSSg==
"Good Times Restaurants to Release Results on February 5, 2026 for the Fiscal 2026 First Quarter Ended December 30, 2025",Business Wire Advisory/Reminder News,"Thu, 29 Jan 2026 21:15:00 UT",http://www.businesswire.com/news/home/20260129251478/en/Good-Times-Restaurants-to-Release-Results-on-February-5-2026-for-the-Fiscal-2026-First-Quarter-Ended-December-30-2025/?feedref=JjAwJuNHiystnCoBq_hl-SPFJfID-pbHRL5rJiXBiVXA5iVZRovl-KiT8JIL-Zuae3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_OvEIYE_LbbQPYbHnujfSSg==
Perdoceo Education Corporation Schedules Fourth Quarter Earnings Conference Call for February 19th,Business Wire Advisory/Reminder News,"Thu, 29 Jan 2026 21:15:00 UT",http://www.businesswire.com/news/home/20260129834076/en/Perdoceo-Education-Corporation-Schedules-Fourth-Quarter-Earnings-Conference-Call-for-February-19th/?feedref=JjAwJuNHiystnCoBq_hl-SPFJfID-pbHRL5rJiXBiVXA5iVZRovl-KiT8JIL-Zuae3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_OvEIYE_LbbQPYbHnujfSSg==
